Start Time,Duration,Speaker,Character Count,Word Count
00:49:53.330,3s,Cris Casey,58,10
00:49:58.300,6s,Cris Casey,77,14
00:50:04.960,12s,David Mantica--Co-host!!!,248,38
00:50:17.580,2s,Cris Casey,32,6
00:50:19.960,4s,Cris Casey,63,12
00:50:24.140,2s,Cris Casey,28,6
00:50:26.650,4s,Cris Casey,57,9
00:50:30.340,2s,Cris Casey,37,6
00:50:33.210,3s,Cris Casey,55,10
00:50:37.620,9s,Cris Casey,130,23
00:50:46.820,7s,Cris Casey,74,14
00:50:53.600,4s,Cris Casey,40,6
00:50:58.500,1s,David Mantica--Co-host!!!,10,2
00:50:59.960,4s,David Mantica--Co-host!!!,81,16
00:51:04.740,10s,Lara Hill,177,36
00:51:15.540,3s,Taher Jamshidi,45,9
00:51:19.690,4s,Taher Jamshidi,42,9
00:51:23.710,2s,Taher Jamshidi,22,4
00:51:26.470,12s,Taher Jamshidi,156,27
00:51:39.010,18s,Taher Jamshidi,309,51
00:51:57.870,1s,David Mantica--Co-host!!!,4,1
00:51:59.947,19s,Taher Jamshidi,276,43
00:52:19.250,20s,Taher Jamshidi,311,45
00:52:40.370,14s,Taher Jamshidi,255,39
00:52:54.460,4s,Taher Jamshidi,53,9
00:52:59.000,6s,Taher Jamshidi,95,14
00:53:05.740,15s,Taher Jamshidi,220,29
00:53:20.450,5s,Taher Jamshidi,69,12
00:53:25.330,4s,Taher Jamshidi,63,10
00:53:29.870,22s,Taher Jamshidi,337,49
00:53:51.130,4s,Taher Jamshidi,65,12
00:53:55.740,2s,Taher Jamshidi,17,3
00:53:57.500,7s,Taher Jamshidi,108,18
00:54:05.730,4s,Taher Jamshidi,68,12
00:54:09.740,8s,Taher Jamshidi,136,19
00:54:17.720,17s,Taher Jamshidi,301,48
00:54:35.520,13s,Taher Jamshidi,195,33
00:54:48.250,3s,Taher Jamshidi,54,9
00:54:52.520,14s,Taher Jamshidi,239,34
00:55:06.040,2s,Taher Jamshidi,22,3
00:55:08.760,21s,Taher Jamshidi,320,52
00:55:29.580,8s,Taher Jamshidi,131,19
00:55:37.900,9s,Taher Jamshidi,152,23
00:55:47.350,8s,Taher Jamshidi,114,17
00:55:55.120,2s,Taher Jamshidi,33,6
00:55:57.070,8s,Taher Jamshidi,113,16
00:56:05.640,14s,Taher Jamshidi,204,30
00:56:19.380,9s,Taher Jamshidi,139,23
00:56:29.170,11s,Taher Jamshidi,196,34
00:56:41.540,7s,Taher Jamshidi,121,18
00:56:49.200,11s,Taher Jamshidi,165,27
00:57:00.250,8s,Taher Jamshidi,137,22
00:57:08.380,16s,Taher Jamshidi,243,36
00:57:24.310,13s,Taher Jamshidi,221,34
00:57:38.590,4s,Taher Jamshidi,60,9
00:57:42.160,7s,Taher Jamshidi,112,19
00:57:50.080,14s,Taher Jamshidi,219,33
00:58:04.780,22s,Taher Jamshidi,356,55
00:58:27.080,5s,Taher Jamshidi,78,11
00:58:32.760,8s,Taher Jamshidi,120,19
00:58:40.890,7s,Taher Jamshidi,110,13
00:58:48.060,24s,Taher Jamshidi,330,48
00:59:12.500,21s,Taher Jamshidi,365,55
00:59:35.300,16s,Taher Jamshidi,267,42
00:59:52.290,15s,Taher Jamshidi,261,42
01:00:07.730,4s,Taher Jamshidi,57,9
01:00:11.080,19s,Taher Jamshidi,294,46
01:00:31.160,4s,Taher Jamshidi,56,8
01:00:35.250,11s,Taher Jamshidi,181,28
01:00:46.690,8s,Taher Jamshidi,116,17
01:00:54.650,9s,Taher Jamshidi,160,22
01:01:04.180,5s,Taher Jamshidi,95,15
01:01:10.050,3s,Taher Jamshidi,41,5
01:01:13.770,22s,Taher Jamshidi,294,44
01:01:35.240,1s,Taher Jamshidi,13,2
01:01:36.410,19s,Taher Jamshidi,316,44
01:01:56.940,4s,Taher Jamshidi,65,9
01:02:00.660,7s,Taher Jamshidi,103,19
01:02:08.410,1s,Taher Jamshidi,2,1
01:02:09.800,2s,Taher Jamshidi,22,4
01:02:11.460,10s,Taher Jamshidi,167,27
01:02:21.840,19s,Taher Jamshidi,327,46
01:02:40.800,4s,Taher Jamshidi,74,10
01:02:44.930,14s,Taher Jamshidi,224,39
01:02:58.360,9s,Taher Jamshidi,141,21
01:03:09.340,5s,Taher Jamshidi,60,9
01:03:14.340,13s,Taher Jamshidi,188,26
01:03:29.000,9s,Taher Jamshidi,122,21
01:03:39.000,3s,Taher Jamshidi,46,8
01:03:42.910,2s,Taher Jamshidi,28,3
01:03:44.960,14s,Taher Jamshidi,165,24
01:03:58.390,1s,Taher Jamshidi,16,2
01:04:00.150,12s,Taher Jamshidi,214,34
01:04:13.140,13s,Taher Jamshidi,209,31
01:04:27.030,11s,Taher Jamshidi,186,26
01:04:39.350,16s,Taher Jamshidi,254,38
01:04:55.720,3s,Taher Jamshidi,41,5
01:04:58.990,7s,Taher Jamshidi,83,11
01:05:05.490,20s,Taher Jamshidi,324,45
01:05:26.000,11s,Taher Jamshidi,180,24
01:05:37.800,13s,Taher Jamshidi,167,24
01:05:50.540,10s,Taher Jamshidi,151,21
01:06:00.340,12s,Taher Jamshidi,192,29
01:06:13.580,3s,Taher Jamshidi,50,8
01:06:17.430,7s,Taher Jamshidi,124,18
01:06:25.310,13s,Taher Jamshidi,199,31
01:06:39.000,1s,Taher Jamshidi,12,3
01:06:40.510,7s,Taher Jamshidi,113,18
01:06:47.930,6s,Taher Jamshidi,88,15
01:06:53.360,3s,Taher Jamshidi,31,3
01:06:56.690,3s,Taher Jamshidi,26,5
01:06:59.410,1s,Taher Jamshidi,11,2
01:07:01.150,21s,Taher Jamshidi,289,43
01:07:22.380,9s,Taher Jamshidi,121,18
01:07:31.600,10s,Taher Jamshidi,145,20
01:07:41.990,2s,Taher Jamshidi,14,3
01:07:43.060,1s,David Mantica--Co-host!!!,13,3
01:07:44.580,15s,David Mantica--Co-host!!!,266,50
01:07:59.640,26s,Taher Jamshidi,440,80
01:08:25.470,18s,Taher Jamshidi,285,54
01:08:43.550,7s,Taher Jamshidi,95,15
01:08:50.029,5s,David Mantica--Co-host!!!,103,18
01:08:56.149,21s,Taher Jamshidi,323,59
01:09:17.219,24s,Taher Jamshidi,327,62
01:09:41.359,13s,Taher Jamshidi,211,37
01:09:57.010,0s,David Mantica--Co-host!!!,10,1
01:09:59.950,9s,Taher Jamshidi,115,22
01:10:08.380,7s,Taher Jamshidi,126,18
01:10:15.720,9s,Taher Jamshidi,138,22
01:10:24.230,19s,Taher Jamshidi,332,50
01:10:43.640,14s,Taher Jamshidi,240,36
01:10:59.050,20s,Taher Jamshidi,297,48
01:11:22.440,1s,Taher Jamshidi,19,3
01:11:23.990,7s,Taher Jamshidi,103,15
01:11:30.870,9s,Taher Jamshidi,122,18
01:11:40.110,8s,Taher Jamshidi,121,21
01:11:48.030,6s,Taher Jamshidi,110,18
01:11:55.010,23s,Taher Jamshidi,355,52
01:12:19.420,2s,Taher Jamshidi,25,4
01:12:21.820,10s,Taher Jamshidi,150,21
01:12:31.970,27s,Taher Jamshidi,384,57
01:12:58.810,12s,Taher Jamshidi,173,22
01:13:10.220,4s,Taher Jamshidi,70,11
01:13:14.500,2s,Taher Jamshidi,31,5
01:13:16.800,5s,Taher Jamshidi,86,13
01:13:22.610,9s,Taher Jamshidi,155,26
01:13:31.390,9s,Taher Jamshidi,148,22
01:13:40.550,8s,Taher Jamshidi,125,17
01:13:48.550,7s,Taher Jamshidi,114,19
01:13:57.470,16s,Taher Jamshidi,216,35
01:14:13.620,6s,Taher Jamshidi,98,14
01:14:20.780,4s,Taher Jamshidi,54,7
01:14:24.360,8s,Taher Jamshidi,126,18
01:14:32.470,11s,Taher Jamshidi,172,22
01:14:44.740,2s,Taher Jamshidi,11,3
01:14:46.080,2s,Taher Jamshidi,16,3
01:14:48.690,21s,Taher Jamshidi,315,43
01:15:09.470,17s,Taher Jamshidi,274,39
01:15:26.640,5s,Taher Jamshidi,61,8
01:15:32.470,2s,Taher Jamshidi,31,5
01:15:35.140,17s,Taher Jamshidi,262,37
01:15:53.240,5s,Taher Jamshidi,69,10
01:15:58.440,11s,Taher Jamshidi,177,22
01:16:11.050,17s,Taher Jamshidi,271,37
01:16:28.600,13s,Taher Jamshidi,210,30
01:16:42.840,21s,Taher Jamshidi,366,59
01:17:03.570,10s,Taher Jamshidi,146,22
01:17:13.900,7s,Taher Jamshidi,99,15
01:17:20.470,6s,Taher Jamshidi,118,20
01:17:27.430,10s,Taher Jamshidi,167,27
01:17:37.770,4s,Taher Jamshidi,41,6
01:17:41.380,9s,Taher Jamshidi,138,20
01:17:50.460,9s,Taher Jamshidi,116,19
01:18:00.360,11s,Taher Jamshidi,148,21
01:18:11.840,3s,Taher Jamshidi,24,4
01:18:14.320,8s,Taher Jamshidi,114,16
01:18:23.970,12s,Taher Jamshidi,201,32
01:18:36.120,8s,Taher Jamshidi,123,16
01:18:44.870,18s,Taher Jamshidi,262,39
01:19:02.350,6s,Taher Jamshidi,101,17
01:19:10.023,6s,Taher Jamshidi,86,12
01:19:16.490,14s,Taher Jamshidi,199,25
01:19:30.980,10s,Taher Jamshidi,114,15
01:19:40.690,10s,Taher Jamshidi,150,22
01:19:51.090,1s,Taher Jamshidi,12,2
01:19:52.510,7s,Taher Jamshidi,110,17
01:20:00.080,4s,Taher Jamshidi,70,10
01:20:05.780,21s,Taher Jamshidi,347,58
01:20:26.390,4s,David Mantica--Co-host!!!,68,14
01:20:30.040,1s,Taher Jamshidi,16,2
01:20:31.450,8s,David Mantica--Co-host!!!,126,23
01:20:40.983,6s,Taher Jamshidi,69,12
01:20:46.750,2s,Taher Jamshidi,4,1
01:20:48.880,12s,Taher Jamshidi,161,30
01:21:00.550,22s,Taher Jamshidi,343,65
01:21:22.980,2s,David Mantica--Co-host!!!,38,7
01:21:24.560,1s,Taher Jamshidi,25,5
01:21:25.490,1s,David Mantica--Co-host!!!,11,2
01:21:26.050,23s,Taher Jamshidi,436,76
01:21:50.090,16s,David Mantica--Co-host!!!,280,47
01:22:08.467,18s,Taher Jamshidi,273,49
01:22:26.460,13s,Taher Jamshidi,175,36
01:22:39.950,28s,Taher Jamshidi,379,73
01:23:07.850,17s,David Mantica--Co-host!!!,265,49
01:23:24.780,5s,Michael Wolf,61,11
01:23:30.540,3s,Michael Wolf,68,14
01:23:34.340,1s,Michael Wolf,19,5
01:23:36.850,5s,David Mantica--Co-host!!!,59,11
01:23:41.370,5s,David Mantica--Co-host!!!,59,12
01:23:46.270,5s,David Mantica--Co-host!!!,71,13
01:23:52.490,6s,David Mantica--Co-host!!!,95,16
01:23:58.500,13s,Michael Wolf,221,40
01:24:12.190,2s,Michael Wolf,29,6
01:24:16.880,15s,David Mantica--Co-host!!!,231,42
01:24:31.260,12s,Taher Jamshidi,146,25
01:24:44.120,3s,David Mantica--Co-host!!!,57,14
01:24:47.670,3s,David Mantica--Co-host!!!,47,10
01:24:50.910,5s,David Mantica--Co-host!!!,58,11
01:24:55.620,13s,David Mantica--Co-host!!!,191,37
01:25:09.590,5s,David Mantica--Co-host!!!,77,14
01:25:14.520,4s,Michael Schank,52,13
01:25:18.750,1s,David Mantica--Co-host!!!,4,1
01:25:20.309,8s,Michael Schank,118,23
01:25:28.990,6s,Michael Schank,79,16
01:25:34.775,22s,Michael Schank,390,72
01:25:56.990,1s,David Mantica--Co-host!!!,5,1
01:25:58.150,2s,Michael Schank,31,5
01:26:00.360,8s,David Mantica--Co-host!!!,166,30
01:26:09.390,1s,Michael Schank,5,1
01:26:10.590,1s,David Mantica--Co-host!!!,28,7
01:26:11.930,1s,Michael Schank,16,3
01:26:13.260,1s,David Mantica--Co-host!!!,18,4
01:26:14.690,27s,Michael Schank,399,71
01:26:41.360,21s,Michael Schank,295,54
01:27:02.320,23s,Michael Schank,382,67
01:27:26.940,4s,Michael Schank,39,9
01:27:31.170,24s,Michael Schank,336,69
01:27:55.050,23s,Michael Schank,415,74
01:28:18.390,13s,Michael Schank,224,43
01:28:31.240,8s,Michael Schank,137,25
01:28:40.090,25s,Michael Schank,366,56
01:29:05.565,19s,Michael Schank,326,63
01:29:25.438,18s,Michael Schank,250,43
01:29:44.210,3s,Michael Schank,61,10
01:29:47.980,3s,David Mantica--Co-host!!!,44,8
01:29:50.490,2s,Michael Schank,51,10
01:29:52.460,3s,David Mantica--Co-host!!!,74,12
01:29:55.800,1s,Michael Schank,5,1
01:29:57.030,19s,Michael Schank,322,59
01:30:17.133,25s,Michael Schank,467,80
01:30:42.220,8s,Michael Schank,115,18
01:30:51.150,18s,Michael Schank,316,56
01:31:09.650,24s,Michael Schank,382,69
01:31:34.193,14s,Michael Schank,187,35
01:31:48.680,28s,Michael Schank,365,66
01:32:16.463,18s,Michael Schank,301,59
01:32:34.711,12s,Michael Schank,129,26
01:32:46.460,13s,Michael Schank,193,35
01:33:00.570,14s,Michael Schank,234,41
01:33:15.020,19s,Michael Schank,298,49
01:33:34.920,26s,Michael Schank,444,83
01:34:00.910,13s,Michael Schank,184,30
01:34:13.650,18s,Michael Schank,282,45
01:34:31.050,19s,Michael Schank,312,51
01:34:50.890,11s,Michael Schank,156,21
01:35:02.114,21s,Michael Schank,337,59
01:35:23.010,4s,Michael Schank,41,6
01:35:27.180,6s,Michael Schank,79,13
01:35:33.980,25s,Michael Schank,383,62
01:35:58.820,24s,Michael Schank,483,85
01:36:22.946,11s,Michael Schank,159,31
01:36:33.150,26s,Michael Schank,436,70
01:37:00.380,2s,Michael Schank,22,5
01:37:02.760,21s,Michael Schank,322,53
01:37:23.110,28s,Michael Schank,446,70
01:37:51.170,13s,Michael Schank,214,34
01:38:04.220,1s,David Mantica--Co-host!!!,13,3
01:38:06.180,7s,David Mantica--Co-host!!!,102,16
01:38:13.550,7s,David Mantica--Co-host!!!,120,22
01:38:20.820,1s,Michael Schank,8,1
01:38:21.720,2s,David Mantica--Co-host!!!,22,4
01:38:23.040,18s,Michael Schank,321,60
01:38:42.861,22s,Michael Schank,356,61
01:39:04.280,19s,Michael Schank,302,52
01:39:23.420,21s,Michael Schank,363,63
01:39:44.620,5s,Michael Schank,72,11
01:39:49.939,19s,Michael Schank,299,52
01:40:08.140,12s,Michael Schank,171,31
01:40:20.960,12s,Michael Schank,158,28
01:40:32.375,7s,Michael Schank,134,25
01:40:39.040,6s,Michael Schank,110,21
01:40:46.320,3s,Michael Schank,43,7
01:40:50.640,16s,David Mantica--Co-host!!!,269,46
01:41:06.930,22s,Michael Schank,365,60
01:41:28.310,29s,Michael Schank,501,88
01:41:58.000,2s,Michael Schank,42,6
01:42:00.970,4s,David Mantica--Co-host!!!,78,14
01:42:04.620,1s,David Mantica--Co-host!!!,16,3
01:42:06.810,9s,David Mantica--Co-host!!!,182,36
01:42:15.290,1s,Michael Schank,11,3
01:42:16.360,3s,David Mantica--Co-host!!!,50,11
01:42:19.640,4s,Michael Schank,60,12
01:42:25.050,8s,Michael Schank,125,27
01:42:36.150,6s,Michael Schank,112,22
01:42:43.162,13s,Michael Schank,187,32
01:42:56.530,22s,Michael Schank,324,54
01:43:18.400,11s,Michael Schank,170,33
01:43:29.760,29s,Michael Schank,527,93
01:43:58.660,18s,Michael Schank,283,50
01:44:17.234,22s,Michael Schank,359,58
01:44:39.530,5s,Michael Schank,79,13
01:44:44.390,17s,Michael Schank,298,47
01:45:01.620,24s,Michael Schank,347,63
01:45:25.120,18s,Michael Schank,305,49
01:45:43.955,1s,Michael Schank,3,1
01:45:44.980,24s,Michael Schank,361,57
01:46:08.620,29s,Michael Schank,464,82
01:46:38.090,10s,Michael Schank,151,27
01:46:48.370,19s,Michael Schank,345,64
01:47:07.722,26s,Michael Schank,463,82
01:47:33.320,27s,Michael Schank,474,91
01:48:00.810,22s,Michael Schank,379,74
01:48:22.700,13s,Michael Schank,250,47
01:48:35.790,5s,David Mantica--Co-host!!!,54,10
01:48:41.670,3s,David Mantica--Co-host!!!,60,11
01:48:44.920,10s,Michael Schank,202,38
01:48:54.890,28s,Michael Schank,501,98
01:49:22.890,20s,Michael Schank,298,55
01:49:44.870,4s,David Mantica--Co-host!!!,59,11
01:49:48.436,1s,Michael Schank,21,4
01:49:49.780,2s,David Mantica--Co-host!!!,35,7
01:49:52.110,3s,David Mantica--Co-host!!!,60,13
01:49:55.140,1s,Michael Schank,30,7
01:49:56.760,12s,Michael Schank,171,31
01:50:08.270,15s,Michael Schank,262,47
01:50:23.480,5s,Michael Schank,81,14
01:50:28.650,5s,Michael Schank,69,14
01:50:33.200,19s,Michael Schank,273,53
01:50:52.130,4s,Michael Schank,71,16
01:50:57.010,13s,Michael Schank,214,40
01:51:13.500,14s,Michael Schank,241,40
01:51:27.780,29s,Michael Schank,490,91
01:51:56.570,21s,Michael Schank,361,64
01:52:19.070,19s,Michael Schank,314,55
01:52:38.690,17s,Michael Schank,284,45
01:52:55.820,22s,Michael Schank,327,57
01:53:17.330,9s,Michael Schank,133,24
01:53:26.880,12s,Michael Schank,175,30
01:53:38.290,24s,Michael Schank,424,73
01:54:03.010,1s,Michael Schank,25,6
01:54:04.910,6s,Michael Schank,113,18
01:54:12.620,13s,Michael Schank,236,39
01:54:25.660,18s,Michael Schank,316,58
01:54:43.670,18s,Michael Schank,315,56
01:55:01.470,21s,Michael Schank,317,56
01:55:22.570,22s,Michael Schank,413,72
01:55:46.380,18s,Michael Schank,322,58
01:56:04.400,12s,Michael Schank,212,36
01:56:16.820,4s,Michael Schank,65,12
01:56:20.510,7s,Michael Schank,87,17
01:56:27.410,23s,Michael Schank,367,64
01:56:50.890,16s,Michael Schank,205,36
01:57:08.510,3s,Michael Schank,78,15
01:57:11.870,6s,David Mantica--Co-host!!!,114,21
01:57:17.800,15s,David Mantica--Co-host!!!,310,60
01:57:32.895,4s,David Mantica--Co-host!!!,63,13
01:57:36.590,1s,David Mantica--Co-host!!!,6,1
01:57:37.890,6s,David Mantica--Co-host!!!,102,18
01:57:44.605,0s,Michael Schank,6,1
01:57:44.890,10s,David Mantica--Co-host!!!,181,36
01:57:54.450,2s,David Mantica--Co-host!!!,38,7
01:57:56.930,3s,Michael Schank,30,6
01:57:59.759,6s,Michael Schank,92,17
01:58:05.370,18s,Michael Schank,258,42
01:58:23.720,25s,Michael Schank,436,78
01:58:48.700,28s,Michael Schank,447,85
01:59:16.530,12s,Michael Schank,230,41
01:59:29.770,21s,Michael Schank,343,56
01:59:50.650,13s,Michael Schank,228,44
02:00:03.740,18s,Michael Schank,247,42
02:00:21.760,20s,Michael Schank,331,62
02:00:41.560,14s,Michael Schank,197,35
02:00:55.240,24s,Michael Schank,387,69
02:01:19.310,8s,David Mantica--Co-host!!!,151,30
02:01:27.860,2s,Michael Schank,13,2
02:01:30.380,1s,David Mantica--Co-host!!!,20,3
02:01:32.390,2s,Michael Schank,26,5
02:01:35.140,3s,Michael Schank,86,18
02:01:39.414,2s,Michael Schank,40,6
02:01:42.530,13s,Michael Schank,243,41
02:01:55.690,21s,Michael Schank,358,62
02:02:16.970,11s,Michael Schank,158,29
02:02:27.340,15s,Michael Schank,200,38
02:02:43.310,12s,David Mantica--Co-host!!!,206,43
02:02:56.010,1s,David Mantica--Co-host!!!,10,2
02:02:57.960,2s,David Mantica--Co-host!!!,10,2
02:02:59.290,5s,David Mantica--Co-host!!!,79,14
02:03:04.450,1s,David Mantica--Co-host!!!,12,2
02:03:06.140,1s,Michael Schank,4,1
02:03:07.580,12s,Michael Schank,207,35
02:03:19.590,6s,Michael Schank,80,14
02:03:26.465,29s,Michael Schank,473,85
02:03:56.150,25s,Michael Schank,470,87
02:04:21.220,12s,Michael Schank,148,25
02:04:33.520,13s,Michael Schank,176,33
02:04:47.120,11s,Michael Schank,162,29
02:04:58.410,22s,Michael Schank,323,54
02:05:20.720,24s,Michael Schank,371,67
02:05:44.220,19s,Michael Schank,326,53
02:06:03.270,12s,David Mantica--Co-host!!!,211,39
02:06:15.520,1s,Michael Schank,8,1
02:06:16.320,17s,David Mantica--Co-host!!!,296,53
02:06:33.560,3s,Michael Schank,48,7
02:06:36.990,7s,David Mantica--Co-host!!!,145,27
02:06:44.200,1s,Michael Schank,15,3
02:06:46.230,0s,Michael Schank,5,1
02:06:48.480,3s,Michael Schank,64,12
02:06:51.160,6s,David Mantica--Co-host!!!,138,25
02:06:57.960,1s,Michael Schank,10,2
02:06:58.450,9s,David Mantica--Co-host!!!,172,30
02:07:08.080,1s,David Mantica--Co-host!!!,20,4
02:07:10.070,0s,David Mantica--Co-host!!!,12,3
02:07:10.670,1s,Michael Schank,6,2
02:07:11.830,1s,David Mantica--Co-host!!!,11,3
02:07:13.400,3s,David Mantica--Co-host!!!,34,4
02:07:17.020,1s,Michael Schank,11,1
02:07:18.860,12s,David Mantica--Co-host!!!,188,35
02:07:30.720,10s,Michael Schank,170,28
02:07:40.330,22s,Michael Schank,398,71
02:08:03.140,4s,David Mantica--Co-host!!!,73,12
02:08:08.794,2s,Michael Schank,30,6
02:08:10.080,4s,David Mantica--Co-host!!!,66,12
02:08:14.270,2s,David Mantica--Co-host!!!,26,4
02:08:16.480,1s,David Mantica--Co-host!!!,22,5
02:08:17.680,28s,Michael Schank,441,81
02:08:46.520,7s,Michael Schank,137,24
02:08:53.850,9s,Michael Schank,134,27
02:09:02.650,2s,Michael Schank,31,6
02:09:04.300,10s,David Mantica--Co-host!!!,139,28
02:09:14.640,1s,David Mantica--Co-host!!!,5,1
02:09:15.450,15s,David Mantica--Co-host!!!,289,51
02:09:30.030,11s,David Mantica--Co-host!!!,206,40
02:09:41.500,3s,Michael Schank,77,15
02:09:45.370,5s,Michael Schank,86,16
02:09:50.930,1s,Michael Schank,5,1
02:09:51.980,8s,David Mantica--Co-host!!!,158,31
02:09:59.980,6s,David Mantica--Co-host!!!,72,12
02:10:05.130,0s,David Mantica--Co-host!!!,5,1
02:10:06.650,1s,Michael Schank,13,2
02:10:08.530,3s,David Mantica--Co-host!!!,48,9
02:10:11.960,2s,Michael Schank,20,4
02:10:13.200,1s,David Mantica--Co-host!!!,13,2
02:10:14.330,14s,Michael Schank,248,46
02:10:28.410,2s,Michael Schank,21,2
02:10:30.570,22s,Michael Schank,323,61
02:10:54.330,2s,David Mantica--Co-host!!!,32,7
02:10:56.360,14s,David Mantica--Co-host!!!,194,36
02:11:10.110,13s,David Mantica--Co-host!!!,250,45
02:11:23.760,7s,David Mantica--Co-host!!!,134,24
02:11:31.060,17s,David Mantica--Co-host!!!,283,53
02:11:49.130,16s,David Mantica--Co-host!!!,254,48
02:12:05.790,1s,Michael Schank,8,1
02:12:06.930,3s,David Mantica--Co-host!!!,66,12
02:12:09.640,1s,Michael Schank,5,1
02:12:11.070,0s,Michael Schank,17,4
02:12:11.880,2s,David Mantica--Co-host!!!,19,4
02:12:14.230,12s,Michael Schank,218,37
02:12:26.190,10s,David Mantica--Co-host!!!,176,30
02:12:37.100,13s,David Mantica--Co-host!!!,221,41
02:12:50.900,3s,David Mantica--Co-host!!!,31,6
02:12:53.390,5s,John Ruppel,85,17
02:12:58.810,6s,John Ruppel,114,20
02:13:05.220,4s,John Ruppel,53,10
02:13:09.850,22s,John Ruppel,398,69
02:13:31.800,7s,David Mantica--Co-host!!!,114,19
02:13:38.030,0s,John Ruppel,8,1
02:13:38.480,9s,David Mantica--Co-host!!!,171,27
02:13:47.660,1s,John Ruppel,13,2
02:13:48.110,23s,David Mantica--Co-host!!!,383,84
02:14:11.420,3s,David Mantica--Co-host!!!,59,12
02:14:14.440,21s,John Ruppel,452,85
02:14:36.190,2s,John Ruppel,33,6
02:14:38.290,18s,David Mantica--Co-host!!!,318,63
02:14:57.940,9s,David Mantica--Co-host!!!,150,27
02:15:06.040,5s,Lara Hill,108,23
02:15:11.700,1s,Lara Hill,19,3
02:15:12.870,1s,Michael Schank,32,5
02:15:13.920,7s,Lara Hill,89,16
02:15:20.100,28s,Lara Hill,507,97
02:15:48.070,0s,David Mantica--Co-host!!!,7,1
02:15:48.640,7s,Lara Hill,112,22
02:15:56.000,10s,David Mantica--Co-host!!!,221,44
02:16:07.120,1s,David Mantica--Co-host!!!,13,2
02:16:08.910,4s,Lara Hill,46,9
02:16:12.080,2s,Lara Hill,24,5
