Start Time,Duration,Speaker,Character Count,Word Count
00:22:39.140,11s,Jonathan Stephens (he/him),140,25
00:22:50.430,10s,Jonathan Stephens (he/him),171,29
00:23:00.500,8s,Jonathan Stephens (he/him),100,18
00:23:09.340,11s,Jonathan Stephens (he/him),173,29
00:23:21.050,4s,Jonathan Stephens (he/him),86,16
00:23:26.190,1s,Jonathan Stephens (he/him),9,2
00:23:29.140,6s,Jonathan Stephens (he/him),101,16
00:23:35.460,11s,Jonathan Stephens (he/him),171,30
00:23:48.200,1s,Jonathan Stephens (he/him),16,4
00:23:50.480,4s,Jonathan Stephens (he/him),73,13
00:23:54.800,8s,Jonathan Stephens (he/him),120,24
00:24:02.716,7s,Jonathan Stephens (he/him),81,15
00:24:10.690,2s,Jonathan Stephens (he/him),13,2
00:24:12.070,5s,Jonathan Stephens (he/him),90,18
00:24:20.420,10s,Jonathan Stephens (he/him),114,21
00:24:30.420,13s,Jonathan Stephens (he/him),188,38
00:24:43.070,18s,Jonathan Stephens (he/him),286,51
00:25:01.410,11s,Jonathan Stephens (he/him),182,31
00:25:16.250,4s,Jonathan Stephens (he/him),71,13
00:25:21.960,13s,Jonathan Stephens (he/him),124,24
00:25:35.774,6s,Jonathan Stephens (he/him),69,14
00:25:41.160,7s,Jonathan Stephens (he/him),97,16
00:25:48.400,3s,Jonathan Stephens (he/him),47,9
00:25:51.540,4s,Jonathan Stephens (he/him),24,5
00:25:55.690,3s,Jonathan Stephens (he/him),26,5
00:25:58.630,1s,Jonathan Stephens (he/him),9,2
00:26:00.160,5s,Jonathan Stephens (he/him),58,11
00:26:05.790,8s,Jonathan Stephens (he/him),121,22
00:26:14.120,2s,Jonathan Stephens (he/him),23,4
00:26:16.530,10s,Jonathan Stephens (he/him),125,22
00:26:26.920,2s,Jonathan Stephens (he/him),17,2
00:26:28.970,3s,Jonathan Stephens (he/him),33,7
00:26:33.460,3s,Jonathan Stephens (he/him),21,5
00:26:36.970,2s,Jonathan Stephens (he/him),26,4
00:26:39.830,11s,Jonathan Stephens (he/him),102,21
00:26:50.930,6s,Jonathan Stephens (he/him),76,13
00:26:57.090,8s,Jonathan Stephens (he/him),60,10
00:27:07.670,9s,Jonathan Stephens (he/him),114,22
00:27:16.530,5s,Jonathan Stephens (he/him),58,10
00:27:21.990,2s,Jonathan Stephens (he/him),11,3
00:27:23.670,2s,Jonathan Stephens (he/him),16,4
00:27:25.771,5s,Jonathan Stephens (he/him),59,9
00:27:31.410,6s,Jonathan Stephens (he/him),69,14
00:27:37.910,9s,Jonathan Stephens (he/him),90,15
00:27:46.754,4s,Jonathan Stephens (he/him),49,10
00:27:52.011,6s,Jonathan Stephens (he/him),82,14
00:27:59.149,2s,Jonathan Stephens (he/him),25,4
00:28:01.390,1s,Jonathan Stephens (he/him),2,1
00:28:02.880,2s,Jonathan Stephens (he/him),13,4
00:28:05.000,1s,Jonathan Stephens (he/him),9,2
00:28:07.810,2s,Jonathan Stephens (he/him),5,1
00:28:10.360,1s,Jonathan Stephens (he/him),19,4
00:28:12.700,1s,Jonathan Stephens (he/him),3,1
00:28:14.360,11s,Jonathan Stephens (he/him),123,23
00:28:25.570,5s,David Mantica--Co-host!!!,107,23
00:28:32.160,2s,David Mantica--Co-host!!!,38,10
00:28:34.750,1s,Jonathan Stephens (he/him),5,1
00:28:35.660,2s,David Mantica--Co-host!!!,35,7
00:28:38.850,1s,David Mantica--Co-host!!!,8,1
00:28:39.450,2s,Michael Wolf,26,6
00:28:41.760,2s,Michael Wolf,28,5
00:28:44.210,2s,David Mantica--Co-host!!!,43,8
00:28:47.590,5s,David Mantica--Co-host!!!,84,17
00:28:52.430,4s,David Mantica--Co-host!!!,51,12
00:29:00.120,7s,David Mantica--Co-host!!!,141,27
00:29:09.150,6s,Jonathan Stephens (he/him),101,19
00:29:16.770,4s,Jonathan Stephens (he/him),40,8
00:29:20.250,8s,David Mantica--Co-host!!!,184,34
00:29:28.280,1s,Jonathan Stephens (he/him),29,4
00:29:29.420,15s,David Mantica--Co-host!!!,250,52
00:29:44.430,0s,Jonathan Stephens (he/him),4,1
00:29:45.890,8s,David Mantica--Co-host!!!,170,33
00:29:55.583,1s,Jonathan Stephens (he/him),10,2
00:29:56.870,3s,David Mantica--Co-host!!!,53,11
00:29:59.930,3s,Jonathan Stephens (he/him),27,7
00:30:03.070,3s,David Mantica--Co-host!!!,70,16
00:30:08.280,1s,Jonathan Stephens (he/him),12,2
00:30:09.460,2s,David Mantica--Co-host!!!,22,5
00:30:11.610,2s,Jonathan Stephens (he/him),44,7
00:30:13.400,1s,David Mantica--Co-host!!!,20,5
00:30:14.710,1s,Jonathan Stephens (he/him),8,2
00:30:15.280,0s,David Mantica--Co-host!!!,9,2
00:30:16.500,4s,David Mantica--Co-host!!!,30,5
00:30:20.210,11s,Jonathan Stephens (he/him),165,29
00:30:31.190,9s,Jonathan Stephens (he/him),139,20
00:30:40.990,8s,Jonathan Stephens (he/him),94,18
00:30:49.160,9s,Jonathan Stephens (he/him),120,21
00:30:59.844,1s,Jonathan Stephens (he/him),17,3
00:31:00.950,5s,Jonathan Stephens (he/him),56,11
00:31:06.600,3s,Jonathan Stephens (he/him),58,13
00:31:10.320,6s,Jonathan Stephens (he/him),40,7
00:31:16.210,3s,David Mantica--Co-host!!!,52,7
00:31:19.620,7s,David Mantica--Co-host!!!,121,26
00:31:26.650,7s,David Mantica--Co-host!!!,114,19
00:31:33.620,1s,Jonathan Stephens (he/him),4,1
00:31:34.810,1s,Jonathan Stephens (he/him),20,3
00:31:37.600,1s,Jonathan Stephens (he/him),2,1
00:31:38.780,3s,Jonathan Stephens (he/him),40,8
00:31:41.330,3s,Jonathan Stephens (he/him),34,8
00:31:44.400,1s,Jonathan Stephens (he/him),22,4
00:31:45.700,2s,David Mantica--Co-host!!!,57,9
00:31:47.380,1s,Jonathan Stephens (he/him),19,3
00:31:49.160,1s,Jonathan Stephens (he/him),5,1
00:31:50.000,6s,David Mantica--Co-host!!!,118,18
00:31:56.950,6s,Jonathan Stephens (he/him),81,16
00:32:03.340,4s,Jonathan Stephens (he/him),52,10
00:32:08.180,1s,David Mantica--Co-host!!!,47,9
00:32:10.000,9s,Rick Bauer,100,17
00:32:19.130,4s,Rick Bauer,55,9
00:32:23.470,1s,David Mantica--Co-host!!!,11,3
00:32:24.010,0s,Jonathan Stephens (he/him),7,1
00:32:24.340,3s,David Mantica--Co-host!!!,66,14
00:32:27.460,7s,Rick Bauer,79,15
00:32:34.780,7s,Rick Bauer,68,16
00:32:41.890,4s,Rick Bauer,33,6
00:32:45.950,2s,David Mantica--Co-host!!!,15,2
00:32:47.710,2s,Rick Bauer,17,3
00:32:50.110,8s,David Mantica--Co-host!!!,134,25
00:32:58.680,8s,Jonathan Stephens (he/him),128,26
00:33:08.260,10s,Jonathan Stephens (he/him),161,31
00:33:18.090,3s,Jonathan Stephens (he/him),42,8
00:33:22.413,14s,Jonathan Stephens (he/him),241,41
00:33:36.880,7s,Jonathan Stephens (he/him),112,23
00:33:43.520,3s,Jonathan Stephens (he/him),20,5
00:33:46.380,10s,Jonathan Stephens (he/him),179,33
00:33:57.090,1s,Jonathan Stephens (he/him),2,1
00:33:59.500,2s,Jonathan Stephens (he/him),25,6
00:34:02.489,19s,Jonathan Stephens (he/him),216,37
00:34:21.719,2s,Jonathan Stephens (he/him),24,5
00:34:24.218,7s,Jonathan Stephens (he/him),98,19
00:34:31.907,7s,Jonathan Stephens (he/him),99,22
00:34:38.770,9s,Jonathan Stephens (he/him),126,22
00:34:49.580,1s,Jonathan Stephens (he/him),12,3
00:34:51.330,1s,Jonathan Stephens (he/him),11,2
00:34:52.830,4s,Jonathan Stephens (he/him),41,8
00:34:57.358,3s,Jonathan Stephens (he/him),39,6
00:35:01.170,4s,Jonathan Stephens (he/him),60,8
00:35:05.680,9s,Jonathan Stephens (he/him),148,29
00:35:14.620,1s,Jonathan Stephens (he/him),3,1
00:35:16.310,5s,Jonathan Stephens (he/him),101,20
00:35:22.285,1s,Jonathan Stephens (he/him),26,5
00:35:23.970,7s,Jonathan Stephens (he/him),87,15
00:35:32.170,6s,Jonathan Stephens (he/him),105,20
00:35:38.910,6s,Jonathan Stephens (he/him),69,14
00:35:45.420,17s,Jonathan Stephens (he/him),221,37
00:36:03.050,2s,David Mantica--Co-host!!!,47,10
00:36:05.910,11s,Jonathan Stephens (he/him),108,18
00:36:17.256,19s,Jonathan Stephens (he/him),257,38
00:36:37.270,2s,Jonathan Stephens (he/him),21,5
00:36:40.360,12s,Jonathan Stephens (he/him),197,33
00:36:52.792,11s,Jonathan Stephens (he/him),145,25
00:37:03.782,2s,Jonathan Stephens (he/him),23,5
00:37:06.910,10s,Jonathan Stephens (he/him),118,24
00:37:17.408,15s,Jonathan Stephens (he/him),230,47
00:37:33.272,9s,Jonathan Stephens (he/him),120,21
00:37:43.190,6s,Jonathan Stephens (he/him),101,17
00:37:50.483,5s,Jonathan Stephens (he/him),64,11
00:37:56.055,3s,Jonathan Stephens (he/him),45,9
00:37:59.190,8s,Jonathan Stephens (he/him),111,20
00:38:08.440,1s,Jonathan Stephens (he/him),2,1
00:38:10.030,5s,Jonathan Stephens (he/him),73,13
00:38:15.388,2s,Jonathan Stephens (he/him),32,7
00:38:17.850,4s,Jonathan Stephens (he/him),63,11
00:38:23.164,5s,Jonathan Stephens (he/him),75,9
00:38:29.290,3s,Jonathan Stephens (he/him),56,11
00:38:33.650,2s,Jonathan Stephens (he/him),7,2
00:38:35.810,1s,Jonathan Stephens (he/him),10,2
00:38:38.470,1s,Jonathan Stephens (he/him),5,1
00:38:40.100,6s,David Mantica--Co-host!!!,86,19
00:38:46.200,4s,David Mantica--Co-host!!!,66,14
00:38:50.060,29s,David Mantica--Co-host!!!,552,109
00:39:20.180,11s,David Mantica--Co-host!!!,186,36
00:39:32.340,2s,David Mantica--Co-host!!!,27,4
00:39:34.550,7s,Jonathan Stephens (he/him),121,23
00:39:41.600,14s,Jonathan Stephens (he/him),190,39
00:39:55.540,4s,Jonathan Stephens (he/him),57,11
00:39:59.840,3s,David Mantica--Co-host!!!,21,4
00:40:02.710,7s,David Mantica--Co-host!!!,112,21
00:40:09.630,4s,David Mantica--Co-host!!!,78,15
00:40:15.183,5s,Kara Flanagan,68,13
00:40:21.680,2s,Kara Flanagan,13,3
00:40:24.120,11s,Kara Flanagan,173,30
00:40:37.450,8s,Kara Flanagan,126,24
00:40:45.767,14s,Kara Flanagan,146,26
00:40:59.770,12s,Kara Flanagan,105,17
00:41:12.460,13s,Kara Flanagan,216,36
00:41:25.380,10s,Kara Flanagan,184,30
00:41:35.540,20s,Kara Flanagan,259,51
00:41:55.810,11s,Kara Flanagan,128,28
00:42:07.060,3s,David Mantica--Co-host!!!,72,14
00:42:10.460,4s,Kara Flanagan,47,11
00:42:14.200,2s,David Mantica--Co-host!!!,44,8
00:42:16.750,4s,Lara Hill,54,10
00:42:20.060,3s,David Mantica--Co-host!!!,61,12
00:42:23.010,2s,Kara Flanagan,25,5
00:42:27.590,2s,Kara Flanagan,5,1
00:42:29.420,2s,Kara Flanagan,34,6
00:42:31.060,0s,David Mantica--Co-host!!!,12,2
00:42:33.690,2s,David Mantica--Co-host!!!,25,5
00:42:36.330,2s,Kara Flanagan,14,2
00:42:39.100,6s,Kara Flanagan,98,22
00:42:45.900,1s,David Mantica--Co-host!!!,10,2
00:42:47.580,1s,Kara Flanagan,7,1
00:42:48.170,0s,David Mantica--Co-host!!!,10,1
00:42:49.740,14s,Kara Flanagan,268,51
00:43:03.631,13s,Kara Flanagan,167,35
00:43:16.630,7s,David Mantica--Co-host!!!,125,25
00:43:25.930,7s,David Mantica--Co-host!!!,142,27
00:43:33.700,1s,Kara Flanagan,5,1
00:43:35.060,1s,Kara Flanagan,13,3
00:43:37.507,5s,David Mantica--Co-host!!!,108,22
00:43:42.570,0s,Kara Flanagan,5,1
00:43:42.970,6s,David Mantica--Co-host!!!,79,15
00:43:48.560,1s,David Mantica--Co-host!!!,27,5
00:43:49.570,14s,Kara Flanagan,246,46
00:44:03.520,2s,Kara Flanagan,24,5
00:44:07.490,1s,David Mantica--Co-host!!!,12,3
00:44:10.160,1s,David Mantica--Co-host!!!,10,2
00:44:11.670,2s,David Mantica--Co-host!!!,23,4
00:44:18.160,5s,David Mantica--Co-host!!!,78,16
00:44:23.560,5s,Lara Hill,81,16
00:44:28.850,4s,Lara Hill,64,12
00:44:33.530,5s,Lara Hill,48,9
00:44:41.100,1s,Lara Hill,10,2
00:44:42.580,2s,Michael Wolf,46,9
00:44:44.990,5s,David Mantica--Co-host!!!,88,20
00:44:50.620,5s,Jonathan Stephens (he/him),86,16
00:44:56.731,3s,Jonathan Stephens (he/him),43,7
00:45:00.280,4s,Jonathan Stephens (he/him),74,12
00:45:04.520,1s,Jonathan Stephens (he/him),18,4
00:45:05.790,2s,David Mantica--Co-host!!!,15,3
00:45:08.410,1s,Lara Hill,6,1
00:45:16.150,5s,Lara Hill,60,12
00:45:21.060,3s,David Mantica--Co-host!!!,67,14
00:45:24.590,1s,Lara Hill,21,3
00:45:25.840,8s,David Mantica--Co-host!!!,132,29
00:45:33.910,20s,David Mantica--Co-host!!!,331,72
00:45:53.190,2s,David Mantica--Co-host!!!,33,7
00:45:56.860,11s,Lara Hill,145,27
00:46:13.670,4s,Kara Flanagan,56,11
00:46:17.700,1s,Kara Flanagan,13,3
00:46:21.000,8s,Lara Hill,126,21
00:46:30.890,4s,David Mantica--Co-host!!!,27,5
00:46:34.720,2s,David Mantica--Co-host!!!,26,4
00:46:37.220,1s,Lara Hill,4,1
00:46:38.400,4s,David Mantica--Co-host!!!,71,13
00:46:42.620,5s,David Mantica--Co-host!!!,97,18
00:46:47.680,2s,David Mantica--Co-host!!!,23,4
00:46:58.940,5s,David Mantica--Co-host!!!,63,10
00:47:04.200,10s,David Mantica--Co-host!!!,186,35
00:47:15.340,7s,David Mantica--Co-host!!!,125,26
00:47:25.200,2s,David Mantica--Co-host!!!,23,6
00:47:34.950,3s,David Mantica--Co-host!!!,35,6
00:47:40.870,4s,David Mantica--Co-host!!!,63,13
00:47:49.310,1s,David Mantica--Co-host!!!,19,3
00:47:50.180,4s,Cris Casey,53,12
00:47:54.620,5s,David Mantica--Co-host!!!,62,10
00:47:59.310,13s,David Mantica--Co-host!!!,176,31
00:48:13.270,4s,David Mantica--Co-host!!!,77,15
00:48:18.230,1s,Rick Bauer,10,2
00:48:19.583,1s,David Mantica--Co-host!!!,12,2
00:48:22.270,5s,Cris Casey,59,12
00:48:28.090,8s,Cris Casey,91,20
00:48:38.310,3s,Cris Casey,28,6
00:48:43.470,1s,David Mantica--Co-host!!!,5,1
00:48:44.490,7s,Michael Wolf,132,29
00:48:51.900,2s,Michael Wolf,17,2
00:48:56.020,1s,Michael Wolf,20,4
00:48:57.030,1s,David Mantica--Co-host!!!,25,4
00:48:58.890,2s,David Mantica--Co-host!!!,20,3
00:49:00.760,6s,Cris Casey,92,16
00:49:06.470,4s,Cris Casey,26,6
00:49:10.510,11s,Cris Casey,164,28
00:49:21.780,5s,Cris Casey,63,13
00:49:27.000,2s,Cris Casey,33,7
00:49:29.740,6s,Cris Casey,62,12
00:49:36.900,3s,Cris Casey,33,7
00:49:39.820,1s,David Mantica--Co-host!!!,10,1
00:49:47.090,4s,Cris Casey,68,12
